"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sat Apr 10 18:55:20 CST 2021","Sat Apr 10 18:56:20 CST 2021","60053","case","test_get_token","TestGetToken","","","test_get_token",""
